"スキル項目コード","スキル項目識別子","知識項目コード","知識項目識別子","知識項目"
"S140040060","98","K038","2843","品質要件、体制構築、スケジュール立案に関する知識"
"S140040060","98","K039","2844","予防処置"
"S140040070","99","K001","2845","コール量の予測"
"S140040070","99","K002","2846","可用性"
"S140040070","99","K003","2847","解決率"
"S140040070","99","K004","2848","業務スケジュールの把握"
"S140040070","99","K005","2849","個人スケジュールの把握"
"S140040070","99","K006","2850","顧客満足度"
"S140040070","99","K007","2851","出勤スケジュールの作成"
"S140040070","99","K008","2852","通話時間"
"S140040070","99","K009","2853","適正要員、要員数の配置"
"S140040070","99","K010","2854","電話放棄呼率"
"S140040070","99","K011","2855","必要スタッフのレベル・人数の決定"
"S140040070","99","K012","2856","平均応答時間"
"S150010010","100","K001","2857","All-pair法を用いたテスト"
"S150010010","100","K002","2858","CFD技法"
"S150010010","100","K003","2859","CUnit"
"S150010010","100","K004","2860","Fault-Prone分析"
"S150010010","100","K005","2861","FMEA"
"S150010010","100","K006","2862","FTA"
"S150010010","100","K007","2863","GUIテスト"
"S150010010","100","K008","2864","HAYST"
"S150010010","100","K009","2865","HAZOP（Hazardand Operability Study）"
"S150010010","100","K010","2866","JUnit"
"S150010010","100","K011","2867","Pairwise法"
"S150010010","100","K012","2868","TABOK"
"S150010010","100","K013","2869","usefulnessとユーザビリティの側面の多様性"
"S150010010","100","K014","2870","V&Vに関連する活動"
"S150010010","100","K015","2871","V&Vの計画"
"S150010010","100","K016","2872","V&Vの戦略のドキュメント化（テストなど）"
"S150010010","100","K017","2873","V&Vの目的と制約"
"S150010010","100","K018","2874","WebサイトやWebアプリケーションにおけるユーザビリティおよびテスト技法"
"S150010010","100","K019","2875","Webシステムのテスト"
"S150010010","100","K020","2876","xUNIT"
"S150010010","100","K021","2877","アドホックテスト"
"S150010010","100","K022","2878","アプリケーションの性質に基づいた手法（オブジェクト指向、コンポーネント準拠、ウェブ準拠、並行プログラム、プロトコル準拠、実時間システム、安全性臨界システム、サービス指向システム、オープンソース・ソフトウェア、組込みソフトウェア）"
"S150010010","100","K023","2879","アプリケーションの性質に基づくテスト手法（オブジェクト指向、コンポーネントベース、ウェブベース、GUI、並行プログラム、プロトコル適合、分散システム、リアルタイムシステム、科学技術計算ソフトウェア）"
"S150010010","100","K024","2880","インスペクション"
"S150010010","100","K025","2881","ウォークスルー"
"S150010010","100","K026","2882","エラー推測テスト"
"S150010010","100","K027","2883","オブジェクト指向テスト"
"S150010010","100","K028","2884","カバレッジ（網羅率）"
"S150010010","100","K029","2885","カバレッジ分析（命令網羅、分岐網羅、基本パス網羅、複合条件網羅、データフローパス網羅など）"
"S150010010","100","K030","2886","グレーボックステスト"
"S150010010","100","K031","2887","コードに基づいたテスト手法（制御フローに基づいた基準、データフローに基づいたテスティング）"
"S150010010","100","K032","2888","コードに基づいた技法"
"S150010010","100","K033","2889","コードレビュー"
"S150010010","100","K034","2890","コールフローテスト"
"S150010010","100","K035","2891","サーバサイドのテスト"
"S150010010","100","K036","2892","システムテストと受け入れテスト"
"S150010010","100","K037","2893","スクリプトテスト"
"S150010010","100","K038","2894","セーフティ・クリティカルシステム（安全性重視システム）"
"S150010010","100","K039","2895","ソフトウェアエンジニアの直感および経験に基づいたテスト手法（アドホック、同値分割）"
"S150010010","100","K040","2896","ソフトウェアの形態に基づいた技法"
"S150010010","100","K041","2897","ソフトウェア品質ツール"
"S150010010","100","K042","2898","ソフトウェア品質計量"
"S150010010","100","K043","2899","データフローグラフ"
"S150010010","100","K044","2900","データフローテスト"
"S150010010","100","K045","2901","データベーステスト"
"S150010010","100","K046","2902","デザインレビュー"
"S150010010","100","K047","2903","デシジョンテーブル"
"S150010010","100","K048","2904","デシジョンテーブルによるテスト"
"S150010010","100","K049","2905","テストアーキテクチャ設計"
"S150010010","100","K050","2906","テストツール"
"S150010010","100","K051","2907","テストの技法"
"S150010010","100","K052","2908","テストフレームワーク"
"S150010010","100","K053","2909","テストマネジメントにおけるリスクベースドテスト"
"S150010010","100","K054","2910","テスト技術スキルフレームワーク（Test.SSF）"
"S150010010","100","K055","2911","テスト技法の選択と組み合わせ"
"S150010010","100","K056","2912","テスト自動化のROI"
"S150010010","100","K057","2913","テスト自動化技法"
"S150010010","100","K058","2914","テスト手法の選択と合成（機能および構造的、カバレッジおよび運用/飽和効果）"
"S150010010","100","K059","2915","テスト詳細設計"
"S150010010","100","K060","2916","テスト設計"
"S150010010","100","K061","2917","テスト設計におけるリスクベースドテスト"
"S150010010","100","K062","2918","デバッグ/不具合切り分けの技法"
"S150010010","100","K063","2919","トランザクションフローテスト"
"S150010010","100","K064","2920","パフォーマンステスト"
"S150010010","100","K065","2921","フェイルセーフ"
"S150010010","100","K066","2922","フェイルソフト"
"S150010010","100","K067","2923","フェイルソフトリー"
"S150010010","100","K068","2924","フォールトに基づいた技法"
"S150010010","100","K069","2925","フォールトに基づくテスト手法（エラー推測、変異テスティング）"
"S150010010","100","K070","2926","ブラックボックステスト"
"S150010010","100","K071","2927","ブラックボックステスト手法（同値分割、境界値分割、ディシジョンテーブル、有限状態機能に基づくテスティング、形式仕様によるテスティング、エラー推測、ランダムテスティング、運用プロフィール、SRET）"
"S150010010","100","K072","2928","ブラックボックスの技法"
"S150010010","100","K073","2929","プロトコル適格性テスト"
"S150010010","100","K074","2930","ホワイトボックステスト"
"S150010010","100","K075","2931","ホワイトボックステスト手法（コードに基づくテスティングのための参照モデル、制御フローに基づく基準、データフローに基づく基準、変異テスティング）"
"S150010010","100","K076","2932","ミュータント"
"S150010010","100","K077","2933","ミューテーションスコア"
"S150010010","100","K078","2934","ミューテーションテスト"
"S150010010","100","K079","2935","メトリクスと測定（信頼性、ユーザビリティ、性能など）"
"S150010010","100","K080","2936","モデルベースドテスト"
"S150010010","100","K081","2937","モデル準拠テスティング手法（ディシジョンテーブル、有限状態機械、形式的仕様、ワークフローモデル）"
"S150010010","100","K082","2938","モバイルアプリケーションのテスト"
"S150010010","100","K083","2939","ユーザー環境シミュレーションテスト"
"S150010010","100","K084","2940","ユーザによるテストのためのアプローチ（観察セッションなど）"
"S150010010","100","K085","2941","ユーザビリティーテスト"
"S150010010","100","K086","2942","ユースケースや顧客シナリオによるテストケースの設計"
"S150010010","100","K087","2943","ランダムテスト"
"S150010010","100","K088","2944","リスクに基づいた技法"
"S150010010","100","K089","2945","リスクマネジメント"
"S150010010","100","K090","2946","ローカライゼーションテスト"
"S150010010","100","K091","2947","安全機能"
"S150010010","100","K092","2948","安全度水準"
"S150010010","100","K093","2949","運用プロファイルによるテスト"
"S150010010","100","K094","2950","回帰テスト"
